Pos0x,Pos0y,Rot0,Pos1x,Pos1y,Rot1
0.005031538,-1.524758,173.4737,-0.005531679,-1.569315,7.538377
0.00401194,-1.525408,0,-0.005595128,-1.576445,7.540746
0.004049215,-1.521492,-0.002456665,-0.005201564,-1.575702,7.526482
0.00492655,-1.536597,-0.03262329,-0.005490981,-1.573434,7.536892
0.003971907,-1.529361,0.002288818,-0.00573874,-1.575305,7.545923
0.004895163,-1.52582,-0.03401184,-0.005634496,-1.572304,7.542126
0.004283976,-1.523293,-0.01115417,-0.005697797,-1.579451,7.54457
0.004148315,-1.524351,-0.005569458,-0.004706759,-1.571953,7.508393
0.004148315,-1.524351,-0.005569458,-0.004953805,-1.573825,7.517426
0.00401194,-1.525408,0,-0.005386736,-1.570432,7.533094
0.004656637,-1.52403,-0.02537537,-0.005346654,-1.574568,7.531689
0.00401194,-1.525408,0,-0.005098895,-1.57269,7.522631
0.004622414,-1.527952,-0.02293396,-0.005243221,-1.571562,7.527861
0.003775752,-1.523612,0.008666992,-0.005098895,-1.57269,7.522631
0.004248227,-1.527208,-0.008666992,-0.00573874,-1.575305,7.545923
0.00526802,-1.526569,-0.04830933,-0.006132157,-1.576059,7.56024
0.004723949,-1.53082,-0.02610779,-0.005595128,-1.576445,7.540746
0.003912126,-1.522555,0.003082275,-0.00573874,-1.575305,7.545923
0.004110424,-1.528282,-0.003189087,-0.004852563,-1.570824,7.513627
0.003813124,-1.519708,0.006149292,-0.005595128,-1.576445,7.540746
0.004184876,-1.520435,-0.008026123,-0.00573874,-1.575305,7.545923
0.003775752,-1.523612,0.008666992,-0.005098895,-1.57269,7.522631
0.004421064,-1.522225,-0.0166626,-0.004852563,-1.570824,7.513627
0.004557439,-1.521162,-0.0222168,-0.005346654,-1.574568,7.531689
0.004895163,-1.52582,-0.03401184,-0.005634496,-1.572304,7.542126
0.004148315,-1.524351,-0.005569458,-0.005346654,-1.574568,7.531689
0.004248227,-1.527208,-0.008666992,-0.005490981,-1.573434,7.536892
0.00452169,-1.525082,-0.01977539,-0.005449324,-1.577574,7.535513
0.004996698,-1.528689,-0.03717041,-0.005056426,-1.576836,7.521279
0.003775752,-1.523612,0.008666992,-0.005098895,-1.57269,7.522631
0.004110424,-1.528282,-0.003189087,-0.005098895,-1.57269,7.522631
0.004248227,-1.527208,-0.008666992,-0.005346654,-1.574568,7.531689
0.004248227,-1.527208,-0.008666992,-0.005098895,-1.57269,7.522631
0.00401194,-1.525408,0,-0.00573874,-1.575305,7.545923
0.005132359,-1.527632,-0.04275513,-0.00573874,-1.575305,7.545923
0.004148315,-1.524351,-0.005569458,-0.005882255,-1.574176,7.551156
0.003874137,-1.526482,0.005508423,-0.005595128,-1.576445,7.540746
0.004622414,-1.527952,-0.02293396,-0.004170816,-1.572355,7.488979
0.00452169,-1.525082,-0.01977539,-0.005201564,-1.575702,7.526482
0.004996698,-1.528689,-0.03717041,-0.005098895,-1.57269,7.522631
0.00452169,-1.525082,-0.01977539,-0.005634496,-1.572304,7.542126
0.00401194,-1.525408,0,-0.004706759,-1.571953,7.508393
0.004148315,-1.524351,-0.005569458,-0.005303471,-1.578708,7.53031
0.00452169,-1.525082,-0.01977539,-0.004706759,-1.571953,7.508393
0.003874137,-1.526482,0.005508423,-0.005490981,-1.573434,7.536892
0.004248227,-1.527208,-0.008666992,-0.005201564,-1.575702,7.526482
0.003971907,-1.529361,0.002288818,-0.005098895,-1.57269,7.522631
0.004148315,-1.524351,-0.005569458,-0.004953805,-1.573825,7.517426
0.004283976,-1.523293,-0.01115417,-0.004852563,-1.570824,7.513627
0.004049215,-1.521492,-0.002456665,-0.005243221,-1.571562,7.527861
0.004248227,-1.527208,-0.008666992,-0.00499689,-1.569695,7.518856
0.00452169,-1.525082,-0.01977539,-0.005346654,-1.574568,7.531689
0.004184876,-1.520435,-0.008026123,-0.00573874,-1.575305,7.545923
0.004283976,-1.523293,-0.01115417,-0.005098895,-1.57269,7.522631
0.00452169,-1.525082,-0.01977539,-0.005842887,-1.578317,7.549778
0.004283976,-1.523293,-0.01115417,-0.005098895,-1.57269,7.522631
0.004860324,-1.529757,-0.03164673,-0.005490981,-1.573434,7.536892
0.004148315,-1.524351,-0.005569458,-0.004953805,-1.573825,7.517426
0.003874137,-1.526482,0.005508423,-0.005490981,-1.573434,7.536892
0.004248227,-1.527208,-0.008666992,-0.005490981,-1.573434,7.536892
0.003912126,-1.522555,0.003082275,-0.005987927,-1.577188,7.555007
0.004656637,-1.52403,-0.02537537,-0.004606232,-1.568957,7.504622
0.004148315,-1.524351,-0.005569458,-0.005098895,-1.57269,7.522631
0.004758074,-1.526889,-0.02848816,-0.005386736,-1.570432,7.533094
0.004793725,-1.522962,-0.03089905,-0.004808666,-1.574959,7.512221
0.004148315,-1.524351,-0.005569458,-0.004953805,-1.573825,7.517426
0.00401194,-1.525408,0,-0.005842887,-1.578317,7.549778
0.00401194,-1.525408,0,-0.005490981,-1.573434,7.536892
