Pos0x,Pos0y,Rot0,Pos1x,Pos1y,Rot1,Timestamp
-0.001684529,-1.234355,0,0.0006002982,-1.96717,7.718579,1402088917
-0.001778889,-1.23251,-0.001739502,0.001793373,-1.971301,7.695873,1402089092
-0.00143304,-1.235056,-0.01403809,0.001037847,-1.970399,7.712842,1402089269
-0.001750058,-1.237354,0.01750183,0.002732288,-1.964337,7.662261,1402089439
-0.001843752,-1.235507,0.01576233,0.001132472,-1.966463,7.704508,1402089622
-0.001857429,-1.233081,0.006149292,0.0006002982,-1.96717,7.718579,1402089796
-0.001339247,-1.23691,-0.0123291,0.0006002982,-1.96717,7.718579,1402089969
-0.002280049,-1.231116,0.02629089,0.001887185,-1.96736,7.687516,1402090145
-0.002108058,-1.232379,0.02018738,0.0009418438,-1.974345,7.721227,1402090319
-0.001590835,-1.236203,0.001739502,0.001037847,-1.970399,7.712842,1402090672
-0.001701777,-1.231954,-0.009719849,0.0008183097,-1.968785,7.715714,1402090844
-0.002108058,-1.232379,0.02018738,0.001540642,-1.960221,7.685037,1402091023
-0.001606703,-1.233788,-0.007919312,0.001132472,-1.966463,7.704508,1402091201
-0.00143304,-1.235056,-0.01403809,0.001887185,-1.96736,7.687516,1402091372
-0.001873151,-1.230681,-0.003570557,0.001793373,-1.971301,7.695873,1402091545
-0.001843752,-1.235507,0.01576233,0.001572309,-1.969687,7.698745,1402091715
-0.001936684,-1.233652,0.01405334,0.001353437,-1.968068,7.701588,1402091882
-0.001512294,-1.235632,-0.006164551,0.001572309,-1.969687,7.698745,1402092215
-0.001684529,-1.234355,0,0.001258148,-1.972013,7.709973,1402092383
-0.001857429,-1.233081,0.006149292,0.001162907,-1.975959,7.718353,1402092558
-0.001671517,-1.236784,0.009597778,0.00229021,-1.961123,7.668073,1402092733
-0.001843752,-1.235507,0.01576233,0.001258148,-1.972013,7.709973,1402092911
-0.001590835,-1.236203,0.001739502,0.001227194,-1.962538,7.696219,1402093078
-0.001182167,-1.235768,-0.02813721,0.0002832804,-1.969507,7.72986,1402093243
-0.001590835,-1.236203,0.001739502,0.0003809076,-1.965571,7.721526,1402093415
-0.001764498,-1.234931,0.007888794,0.001478497,-1.973627,7.707101,1402093590
-0.001936684,-1.233652,0.01405334,0.0008183097,-1.968785,7.715714,1402093767
-0.001684529,-1.234355,0,0.000913746,-1.964859,7.707425,1402093943
-0.001857429,-1.233081,0.006149292,0.000502006,-1.971116,7.726968,1402094117
-0.002015224,-1.234223,0.0219574,0.0006002982,-1.96717,7.718579,1402094289
-0.001671517,-1.236784,0.009597778,0.001700323,-1.975241,7.704232,1402094465
-0.001764498,-1.234931,0.007888794,0.0006002982,-1.96717,7.718579,1402094627
-0.001684529,-1.234355,0,0.000162945,-1.963967,7.724442,1402094808
-0.001936684,-1.233652,0.01405334,0.000502006,-1.971116,7.726968,1402094986
-0.001528162,-1.233217,-0.01582336,0.000913746,-1.964859,7.707425,1402095160
-0.001606703,-1.233788,-0.007919312,0.001258148,-1.972013,7.709973,1402095331
-0.001590835,-1.236203,0.001739502,0.0007222574,-1.972726,7.72407,1402095509
-0.001936684,-1.233652,0.01405334,0.001227194,-1.962538,7.696219,1402095680
-0.001606703,-1.233788,-0.007919312,0.0006957834,-1.96325,7.71032,1402095853
-0.002015224,-1.234223,0.0219574,0.0008183097,-1.968785,7.715714,1402096033
-0.001590835,-1.236203,0.001739502,0.001037847,-1.970399,7.712842,1402096204
-0.001843752,-1.235507,0.01576233,0.001922247,-1.976865,7.701408,1402096382
-0.001857429,-1.233081,0.006149292,0.001572309,-1.969687,7.698745,1402096550
-0.002200794,-1.230545,0.01838684,0.001037847,-1.970399,7.712842,1402096715
-0.002280049,-1.231116,0.02629089,0.0002832804,-1.969507,7.72986,1402096883
-0.001764498,-1.234931,0.007888794,0.000913746,-1.964859,7.707425,1402097053
-0.002187313,-1.232951,0.02810669,0.001478497,-1.973627,7.707101,1402097232
-0.001671517,-1.236784,0.009597778,0.001478497,-1.973627,7.707101,1402097410
-0.001843752,-1.235507,0.01576233,0.000913746,-1.964859,7.707425,1402097586
-0.001764498,-1.234931,0.007888794,0.001572309,-1.969687,7.698745,1402097762
-0.001778889,-1.23251,-0.001739502,0.001258148,-1.972013,7.709973,1402097938
-0.001843752,-1.235507,0.01576233,0.0006002982,-1.96717,7.718579,1402098113
-0.001590835,-1.236203,0.001739502,0.001793373,-1.971301,7.695873,1402098291
-0.00143304,-1.235056,-0.01403809,0.001132472,-1.966463,7.704508,1402098452
-0.001843752,-1.235507,0.01576233,0.001258148,-1.972013,7.709973,1402098623
-0.002280049,-1.231116,0.02629089,0.001978904,-1.963435,7.679228,1402098799
-0.001857429,-1.233081,0.006149292,0.001666171,-1.965751,7.690408,1402098973
-0.001764498,-1.234931,0.007888794,0.001353437,-1.968068,7.701588,1402099145
-0.002093765,-1.234794,0.02986145,0.0006002982,-1.96717,7.718579,1402099317
-0.001512294,-1.235632,-0.006164551,0.002107535,-1.968975,7.684645,1402099491
-0.002015224,-1.234223,0.0219574,0.002107535,-1.968975,7.684645,1402099660
-0.001701777,-1.231954,-0.009719849,0.002013771,-1.97292,7.69303,1402099825
-0.001684529,-1.234355,0,0.001037847,-1.970399,7.712842,1402100005
-0.001355927,-1.234495,-0.02198792,0.001353437,-1.968068,7.701588,1402100182
-0.001936684,-1.233652,0.01405334,0.0006002982,-1.96717,7.718579,1402100357
-0.001606703,-1.233788,-0.007919312,0.001227194,-1.962538,7.696219,1402100701
-0.001684529,-1.234355,0,0.001666171,-1.965751,7.690408,1402100875
-0.002108058,-1.232379,0.02018738,0.0003809076,-1.965571,7.721526,1402101048
-0.001086848,-1.237617,-0.02639771,0.001793373,-1.971301,7.695873,1402101228
-0.001575583,-1.238632,0.01133728,0.001446633,-1.964141,7.693303,1402101403
-0.002015224,-1.234223,0.0219574,0.001009945,-1.960928,7.699113,1402101577
-0.001843752,-1.235507,0.01576233,0.001258148,-1.972013,7.709973,1402101755
-0.001936684,-1.233652,0.01405334,0.001540642,-1.960221,7.685037,1402101927
-0.001843752,-1.235507,0.01576233,0.001666171,-1.965751,7.690408,1402102104
-0.002093765,-1.234794,0.02986145,0.0007222574,-1.972726,7.72407,1402102279
-0.001830026,-1.237935,0.02537537,0.0008183097,-1.968785,7.715714,1402102449
-0.002438557,-1.232259,0.042099,0.001353437,-1.968068,7.701588,1402102627
-0.002174447,-1.235375,0.03771973,0.001258148,-1.972013,7.709973,1402102805
-0.001512294,-1.235632,-0.006164551,0.002107535,-1.968975,7.684645,1402102982
-0.002015224,-1.234223,0.0219574,0.001037847,-1.970399,7.712842,1402103148
-0.001857429,-1.233081,0.006149292,0.000913746,-1.964859,7.707425,1402103326
-0.001590835,-1.236203,0.001739502,0.000913746,-1.964859,7.707425,1402103502
-0.001764498,-1.234931,0.007888794,0.0002832804,-1.969507,7.72986,1402103678
-0.002029518,-1.231814,0.01226807,0.000502006,-1.971116,7.726968,1402103849
-0.001684529,-1.234355,0,0.001037847,-1.970399,7.712842,1402104028
-0.001684529,-1.234355,0,0.0008183097,-1.968785,7.715714,1402104197
-0.001259993,-1.236334,-0.0202179,0.001478497,-1.973627,7.707101,1402104371
-0.002015224,-1.234223,0.0219574,0.001132472,-1.966463,7.704508,1402104538
-0.001684529,-1.234355,0,0.0007222574,-1.972726,7.72407,1402104714
-0.001684529,-1.234355,0,0.001540642,-1.960221,7.685037,1402104883
-0.001339247,-1.23691,-0.0123291,0.001353437,-1.968068,7.701588,1402105044
-0.002265853,-1.233522,0.03599548,0.0007222574,-1.972726,7.72407,1402105214
-0.001764498,-1.234931,0.007888794,0.0008183097,-1.968785,7.715714,1402105382
-0.001590835,-1.236203,0.001739502,0.002107535,-1.968975,7.684645,1402105550
-0.001778889,-1.23251,-0.001739502,0.002144171,-1.978489,7.698587,1402105714
-0.001590835,-1.236203,0.001739502,0.0002832804,-1.969507,7.72986,1402105885
-0.001857429,-1.233081,0.006149292,0.0006957834,-1.96325,7.71032,1402106045
-0.00143304,-1.235056,-0.01403809,0.002107535,-1.968975,7.684645,1402106215
-0.001606703,-1.233788,-0.007919312,0.001793373,-1.971301,7.695873,1402106383
-0.001590835,-1.236203,0.001739502,0.001227194,-1.962538,7.696219,1402106548
-0.002029518,-1.231814,0.01226807,0.001037847,-1.970399,7.712842,1402106717
-0.00143304,-1.235056,-0.01403809,0.002107535,-1.968975,7.684645,1402106885
-0.001936684,-1.233652,0.01405334,0.001478497,-1.973627,7.707101,1402107045
-0.001512294,-1.235632,-0.006164551,0.001700323,-1.975241,7.704232,1402107215
-0.002029518,-1.231814,0.01226807,0.001258148,-1.972013,7.709973,1402107385
-0.001606703,-1.233788,-0.007919312,0.001478497,-1.973627,7.707101,1402107549
-0.001684529,-1.234355,0,0.001446633,-1.964141,7.693303,1402107717
-0.001764498,-1.234931,0.007888794,0.001162907,-1.975959,7.718353,1402107882
-0.002015224,-1.234223,0.0219574,0.001572309,-1.969687,7.698745,1402108045
-0.001671517,-1.236784,0.009597778,0.000913746,-1.964859,7.707425,1402108215
-0.001750058,-1.237354,0.01750183,0.0006002982,-1.96717,7.718579,1402108384
-0.001606703,-1.233788,-0.007919312,0.0004073816,-1.975047,7.735273,1402108549
-0.001086848,-1.237617,-0.02639771,0.002199205,-1.965044,7.676336,1402108715
-0.00143304,-1.235056,-0.01403809,0.001132472,-1.966463,7.704508,1402108884
-0.001936684,-1.233652,0.01405334,0.000913746,-1.964859,7.707425,1402109045
-0.001857429,-1.233081,0.006149292,0.001037847,-1.970399,7.712842,1402109215
-0.001671517,-1.236784,0.009597778,0.0008183097,-1.968785,7.715714,1402109384
-0.001590835,-1.236203,0.001739502,0.000913746,-1.964859,7.707425,1402109558
-0.001671517,-1.236784,0.009597778,0.001037847,-1.970399,7.712842,1402109735
-0.001778889,-1.23251,-0.001739502,0.002419554,-1.966658,7.673466,1402109903
-0.001606703,-1.233788,-0.007919312,0.001700323,-1.975241,7.704232,1402110071
-0.002280049,-1.231116,0.02629089,0.001759367,-1.961825,7.682122,1402110241
-0.001684529,-1.234355,0,0.001446633,-1.964141,7.693303,1402110416
-0.001936684,-1.233652,0.01405334,-0.0004675206,-1.968605,7.746828,1402110592
-0.002200794,-1.230545,0.01838684,0.0003809076,-1.965571,7.721526,1402110767
-0.001418502,-1.237486,-0.004455566,0.002107535,-1.968975,7.684645,1402110935
-0.001606703,-1.233788,-0.007919312,0.0007222574,-1.972726,7.72407,1402111109
-0.001418502,-1.237486,-0.004455566,0.001353437,-1.968068,7.701588,1402111285
-0.002093765,-1.234794,0.02986145,0.001353437,-1.968068,7.701588,1402111464
-0.001857429,-1.233081,0.006149292,0.000913746,-1.964859,7.707425,1402111634
-0.001512294,-1.235632,-0.006164551,0.001446633,-1.964141,7.693303,1402111809
-0.002029518,-1.231814,0.01226807,0.001353437,-1.968068,7.701588,1402111986
-0.002200794,-1.230545,0.01838684,0.001478497,-1.973627,7.707101,1402112162
-0.00143304,-1.235056,-0.01403809,0.001132472,-1.966463,7.704508,1402112339
-0.001512294,-1.235632,-0.006164551,0.001759367,-1.961825,7.682122,1402112505
-0.001857429,-1.233081,0.006149292,0.000913746,-1.964859,7.707425,1402112677
-0.002529053,-1.230415,0.04034424,0.001978904,-1.963435,7.679228,1402112847
-0.001778889,-1.23251,-0.001739502,0.001258148,-1.972013,7.709973,1402113029
-0.001590835,-1.236203,0.001739502,0.001132472,-1.966463,7.704508,1402113202
-0.002108058,-1.232379,0.02018738,0.001132472,-1.966463,7.704508,1402113379
-0.001259993,-1.236334,-0.0202179,0.001037847,-1.970399,7.712842,1402113548
-0.001778889,-1.23251,-0.001739502,0.002144171,-1.978489,7.698587,1402113715
-0.001843752,-1.235507,0.01576233,0.001353437,-1.968068,7.701588,1402113885
-0.001764498,-1.234931,0.007888794,0.002327219,-1.970599,7.681827,1402114054
-0.001701777,-1.231954,-0.009719849,0.001759367,-1.961825,7.682122,1402114233
-0.002029518,-1.231814,0.01226807,0.0006002982,-1.96717,7.718579,1402114410
-0.001684529,-1.234355,0,0.001540642,-1.960221,7.685037,1402114585
-0.001936684,-1.233652,0.01405334,0.0003809076,-1.965571,7.721526,1402114760
-0.001355927,-1.234495,-0.02198792,-0.000249558,-1.970219,7.743961,1402114933
-0.001764498,-1.234931,0.007888794,0.001037847,-1.970399,7.712842,1402115110
-0.001843752,-1.235507,0.01576233,0.002107535,-1.968975,7.684645,1402115285
-0.001764498,-1.234931,0.007888794,0.001887185,-1.96736,7.687516,1402115461
-0.001764498,-1.234931,0.007888794,0.0004785348,-1.961635,7.713184,1402115631
-0.001857429,-1.233081,0.006149292,0.001887185,-1.96736,7.687516,1402115812
-0.002108058,-1.232379,0.02018738,0.0008183097,-1.968785,7.715714,1402115978
-0.002265853,-1.233522,0.03599548,0.001258148,-1.972013,7.709973,1402116154
-0.001764498,-1.234931,0.007888794,0.001922247,-1.976865,7.701408,1402116330
-0.002108058,-1.232379,0.02018738,0.0008183097,-1.968785,7.715714,1402116495
-0.001684529,-1.234355,0,0.001887185,-1.96736,7.687516,1402116674
-0.002174447,-1.235375,0.03771973,0.001227194,-1.962538,7.696219,1402116838
-0.001764498,-1.234931,0.007888794,0.001132472,-1.966463,7.704508,1402117020
-0.001259993,-1.236334,-0.0202179,0.0008183097,-1.968785,7.715714,1402117195
-0.001843752,-1.235507,0.01576233,0.002107535,-1.968975,7.684645,1402117367
-0.001528162,-1.233217,-0.01582336,0.001132472,-1.966463,7.704508,1402117540
-0.001701777,-1.231954,-0.009719849,0.001446633,-1.964141,7.693303,1402117714
-0.001512294,-1.235632,-0.006164551,0.0009418438,-1.974345,7.721227,1402117885
-0.001528162,-1.233217,-0.01582336,0.0008183097,-1.968785,7.715714,1402118048
-0.001339247,-1.23691,-0.0123291,0.0007222574,-1.972726,7.72407,1402118226
-0.001857429,-1.233081,0.006149292,0.0006002982,-1.96717,7.718579,1402118396
-0.002108058,-1.232379,0.02018738,0.001446633,-1.964141,7.693303,1402118568
-0.001684529,-1.234355,0,0.001227194,-1.962538,7.696219,1402118740
-0.001606703,-1.233788,-0.007919312,0.001887185,-1.96736,7.687516,1402118917
-0.001497042,-1.238057,0.003463745,0.001978904,-1.963435,7.679228,1402119092
-0.001857429,-1.233081,0.006149292,0.001037847,-1.970399,7.712842,1402119268
-0.001575583,-1.238632,0.01133728,0.000913746,-1.964859,7.707425,1402119438
-0.001671517,-1.236784,0.009597778,0.0006002982,-1.96717,7.718579,1402119617
-0.002450513,-1.229848,0.03242493,0.0006002982,-1.96717,7.718579,1402119795
-0.001843752,-1.235507,0.01576233,0.001978904,-1.963435,7.679228,1402119971
-0.001671517,-1.236784,0.009597778,0.001978904,-1.963435,7.679228,1402120137
-0.001778889,-1.23251,-0.001739502,0.000913746,-1.964859,7.707425,1402120307
-0.001843752,-1.235507,0.01576233,0.001353437,-1.968068,7.701588,1402120485
-0.001418502,-1.237486,-0.004455566,0.001353437,-1.968068,7.701588,1402120647
-0.002029518,-1.231814,0.01226807,0.001353437,-1.968068,7.701588,1402120826
-0.001778889,-1.23251,-0.001739502,0.001037847,-1.970399,7.712842,1402121005
-0.001750058,-1.237354,0.01750183,0.001887185,-1.96736,7.687516,1402121179
-0.001843752,-1.235507,0.01576233,0.002013771,-1.97292,7.69303,1402121356
-0.001778889,-1.23251,-0.001739502,0.001759367,-1.961825,7.682122,1402121530
-0.001606703,-1.233788,-0.007919312,0.002199205,-1.965044,7.676336,1402121707
-0.002093765,-1.234794,0.02986145,0.001037847,-1.970399,7.712842,1402121879
-0.001512294,-1.235632,-0.006164551,0.001037847,-1.970399,7.712842,1402122048
-0.002002975,-1.236663,0.0315094,0.0007222574,-1.972726,7.72407,1402122256
-0.002029518,-1.231814,0.01226807,0.0002832804,-1.969507,7.72986,1402122449
-0.002108058,-1.232379,0.02018738,0.001353437,-1.968068,7.701588,1402122627
-0.001936684,-1.233652,0.01405334,0.001572309,-1.969687,7.698745,1402122802
-0.001923007,-1.236083,0.02365112,0.001887185,-1.96736,7.687516,1402122977
-0.001950977,-1.231242,0.004379272,0.0003809076,-1.965571,7.721526,1402123151
-0.001684529,-1.234355,0,0.001700323,-1.975241,7.704232,1402123328
-0.001355927,-1.234495,-0.02198792,0.0002832804,-1.969507,7.72986,1402123506
-0.001590835,-1.236203,0.001739502,0.000913746,-1.964859,7.707425,1402123679
-0.001923007,-1.236083,0.02365112,0.001227194,-1.962538,7.696219,1402123850
-0.001764498,-1.234931,0.007888794,0.001353437,-1.968068,7.701588,1402124031
-0.002108058,-1.232379,0.02018738,0.001258148,-1.972013,7.709973,1402124203
-0.002187313,-1.232951,0.02810669,0.002013771,-1.97292,7.69303,1402124381
-0.002093765,-1.234794,0.02986145,0.001258148,-1.972013,7.709973,1402124552
-0.002093765,-1.234794,0.02986145,0.0008183097,-1.968785,7.715714,1402124716
-0.001764498,-1.234931,0.007888794,0.001037847,-1.970399,7.712842,1402124886
-0.001857429,-1.233081,0.006149292,0.001793373,-1.971301,7.695873,1402125047
-0.002265853,-1.233522,0.03599548,0.001793373,-1.971301,7.695873,1402125218
-0.002108058,-1.232379,0.02018738,0.001666171,-1.965751,7.690408,1402125385
-0.001936684,-1.233652,0.01405334,0.001384019,-1.977577,7.715508,1402125552
-0.001857429,-1.233081,0.006149292,0.0002832804,-1.969507,7.72986,1402125717
-0.001843752,-1.235507,0.01576233,0.001978904,-1.963435,7.679228,1402125886
-0.001843752,-1.235507,0.01576233,0.001353437,-1.968068,7.701588,1402126047
-0.001606703,-1.233788,-0.007919312,0.0007222574,-1.972726,7.72407,1402126219
-0.002108058,-1.232379,0.02018738,0.001887185,-1.96736,7.687516,1402126386
-0.002108058,-1.232379,0.02018738,0.001353437,-1.968068,7.701588,1402126553
-0.002108058,-1.232379,0.02018738,0.001978904,-1.963435,7.679228,1402126720
-0.001936684,-1.233652,0.01405334,0.001258148,-1.972013,7.709973,1402126886
-0.001778889,-1.23251,-0.001739502,0.001258148,-1.972013,7.709973,1402127063
-0.001684529,-1.234355,0,0.001572309,-1.969687,7.698745,1402127231
-0.001764498,-1.234931,0.007888794,0.001478497,-1.973627,7.707101,1402127411
-0.001950977,-1.231242,0.004379272,0.001037847,-1.970399,7.712842,1402127587
-0.001671517,-1.236784,0.009597778,0.001666171,-1.965751,7.690408,1402127755
-0.002187313,-1.232951,0.02810669,0.0006002982,-1.96717,7.718579,1402127930
-0.002015224,-1.234223,0.0219574,0.0002832804,-1.969507,7.72986,1402128105
-0.002108058,-1.232379,0.02018738,0.001572309,-1.969687,7.698745,1402128278
-0.001606703,-1.233788,-0.007919312,0.001887185,-1.96736,7.687516,1402128448
-0.001764498,-1.234931,0.007888794,0.001258148,-1.972013,7.709973,1402128626
-0.001606703,-1.233788,-0.007919312,0.0006002982,-1.96717,7.718579,1402128803
-0.00143304,-1.235056,-0.01403809,0.0006002982,-1.96717,7.718579,1402128980
-0.001606703,-1.233788,-0.007919312,0.001353437,-1.968068,7.701588,1402129147
-0.001684529,-1.234355,0,0.001132472,-1.966463,7.704508,1402129312
-0.002093765,-1.234794,0.02986145,0.001666171,-1.965751,7.690408,1402129488
-0.001843752,-1.235507,0.01576233,0.000913746,-1.964859,7.707425,1402129665
-0.001923007,-1.236083,0.02365112,0.001978904,-1.963435,7.679228,1402129836
-0.002187313,-1.232951,0.02810669,0.001666171,-1.965751,7.690408,1402130017
-0.001764498,-1.234931,0.007888794,0.001132472,-1.966463,7.704508,1402130193
-0.001684529,-1.234355,0,0.000913746,-1.964859,7.707425,1402130365
-0.001512294,-1.235632,-0.006164551,0.001666171,-1.965751,7.690408,1402130707
-0.001936684,-1.233652,0.01405334,0.001572309,-1.969687,7.698745,1402130884
-0.001873151,-1.230681,-0.003570557,0.000913746,-1.964859,7.707425,1402131062
-0.001936684,-1.233652,0.01405334,0.001132472,-1.966463,7.704508,1402131231
-0.001671517,-1.236784,0.009597778,0.001132472,-1.966463,7.704508,1402131404
-0.001684529,-1.234355,0,-3.230935E-05,-1.971834,7.74109,1402131579
-0.001590835,-1.236203,0.001739502,0.0004073816,-1.975047,7.735273,1402131754
-0.001606703,-1.233788,-0.007919312,0.0008183097,-1.968785,7.715714,1402131929
-0.001339247,-1.23691,-0.0123291,0.000913746,-1.964859,7.707425,1402132108
-0.001764498,-1.234931,0.007888794,0.001037847,-1.970399,7.712842,1402132282
-0.001684529,-1.234355,0,0.001572309,-1.969687,7.698745,1402132442
-0.001764498,-1.234931,0.007888794,0.001978904,-1.963435,7.679228,1402132624
-0.001936684,-1.233652,0.01405334,-0.0001526448,-1.966289,7.735648,1402132798
-0.001843752,-1.235507,0.01576233,0.002419554,-1.966658,7.673466,1402132975
-0.001684529,-1.234355,0,0.001887185,-1.96736,7.687516,1402133149
-0.002015224,-1.234223,0.0219574,0.001887185,-1.96736,7.687516,1402133324
-0.002200794,-1.230545,0.01838684,0.001572309,-1.969687,7.698745,1402133494
-0.001684529,-1.234355,0,0.001227194,-1.962538,7.696219,1402133670
-0.001950977,-1.231242,0.004379272,0.0008466033,-1.97829,7.729606,1402133840
-0.001778889,-1.23251,-0.001739502,0.001572309,-1.969687,7.698745,1402134014
-0.001590835,-1.236203,0.001739502,0.001666171,-1.965751,7.690408,1402134192
-0.001843752,-1.235507,0.01576233,0.0006002982,-1.96717,7.718579,1402134358
-0.002265853,-1.233522,0.03599548,0.001666171,-1.965751,7.690408,1402134589
-0.001764498,-1.234931,0.007888794,0.000502006,-1.971116,7.726968,1402134753
