Pos0x,Pos0y,Rot0,Pos1x,Pos1y,Rot1
0.004421064,-1.522225,173.4966,-0.004895501,-1.566711,7.515138
0.004486039,-1.529015,0,-0.005141119,-1.568572,7.524117
0.004148315,-1.524351,0.01182556,-0.005490981,-1.573434,7.536892
0.004860324,-1.529757,-0.01425171,-0.005181719,-1.564464,7.525654
0.004347522,-1.530089,0.005493164,-0.005284633,-1.567448,7.529372
0.004248227,-1.527208,0.008728027,-0.005531679,-1.569315,7.538377
0.004384601,-1.526151,0.003143311,-0.005284633,-1.567448,7.529372
0.00452169,-1.525082,-0.002380371,-0.005531679,-1.569315,7.538377
0.004421064,-1.522225,0.0007324219,-0.005386736,-1.570432,7.533094
0.004283976,-1.523293,0.006240845,-0.005531679,-1.569315,7.538377
0.004486039,-1.529015,0,-0.005490981,-1.573434,7.536892
0.003598532,-1.528618,0.03393555,-0.00499689,-1.569695,7.518856
0.00407263,-1.532231,0.01652527,-0.00581775,-1.567079,7.548946
0.004384601,-1.526151,0.003143311,-0.005284633,-1.567448,7.529372
0.00401194,-1.525408,0.01739502,-0.005039016,-1.565588,7.520395
0.00452169,-1.525082,-0.002380371,-0.005284633,-1.567448,7.529372
0.00401194,-1.525408,0.01739502,-0.005634496,-1.572304,7.542126
0.004860324,-1.529757,-0.01425171,-0.005778724,-1.571181,7.547381
0.004110424,-1.528282,0.01420593,-0.00499689,-1.569695,7.518856
0.004825582,-1.533706,-0.01196289,-0.00556999,-1.565207,7.539915
0.004248227,-1.527208,0.008728027,-0.005386736,-1.570432,7.533094
0.003912126,-1.522555,0.02047729,-0.005386736,-1.570432,7.533094
0.004758074,-1.526889,-0.01109314,-0.005284633,-1.567448,7.529372
0.00401194,-1.525408,0.01739502,-0.004751987,-1.56784,7.509905
0.004248227,-1.527208,0.008728027,-0.005386736,-1.570432,7.533094
0.004860324,-1.529757,-0.01425171,-0.005284633,-1.567448,7.529372
0.004148315,-1.524351,0.01182556,-0.005428765,-1.566336,7.534685
0.00401194,-1.525408,0.01739502,-0.005778724,-1.571181,7.547381
0.004557439,-1.521162,-0.004821777,-0.005243221,-1.571562,7.527861
0.004486039,-1.529015,0,-0.005141119,-1.568572,7.524117
0.004148315,-1.524351,0.01182556,-0.005634496,-1.572304,7.542126
0.004248227,-1.527208,0.008728027,-0.005039016,-1.565588,7.520395
0.004248227,-1.527208,0.008728027,-0.005531679,-1.569315,7.538377
0.004210433,-1.531157,0.01101685,-0.005531679,-1.569315,7.538377
0.004347522,-1.530089,0.005493164,-0.005141119,-1.568572,7.524117
0.004110424,-1.528282,0.01420593,-0.005778724,-1.571181,7.547381
0.004860324,-1.529757,-0.01425171,-0.005634496,-1.572304,7.542126
0.004758074,-1.526889,-0.01109314,-0.005284633,-1.567448,7.529372
0.004895163,-1.52582,-0.01661682,-0.005141119,-1.568572,7.524117
0.004723949,-1.53082,-0.008712769,-0.005675096,-1.568197,7.543663
0.004283976,-1.523293,0.006240845,-0.004895501,-1.566711,7.515138
0.00452169,-1.525082,-0.002380371,-0.005284633,-1.567448,7.529372
0.004347522,-1.530089,0.005493164,-0.005882255,-1.574176,7.551156
0.003775752,-1.523612,0.02606201,-0.005922141,-1.570063,7.552668
0.004110424,-1.528282,0.01420593,-0.005141119,-1.568572,7.524117
0.00401194,-1.525408,0.01739502,-0.005386736,-1.570432,7.533094
0.004622414,-1.527952,-0.00553894,-0.005531679,-1.569315,7.538377
0.004758074,-1.526889,-0.01109314,-0.005243221,-1.571562,7.527861
0.004486039,-1.529015,0,-0.005675096,-1.568197,7.543663
0.004110424,-1.528282,0.01420593,-0.005531679,-1.569315,7.538377
0.004248227,-1.527208,0.008728027,-0.005922141,-1.570063,7.552668
0.004622414,-1.527952,-0.00553894,-0.005386736,-1.570432,7.533094
0.004384601,-1.526151,0.003143311,-0.005531679,-1.569315,7.538377
0.004384601,-1.526151,0.003143311,-0.005882255,-1.574176,7.551156
0.004148315,-1.524351,0.01182556,-0.005243221,-1.571562,7.527861
0.004384601,-1.526151,0.003143311,-0.00499689,-1.569695,7.518856
0.004248227,-1.527208,0.008728027,-0.004895501,-1.566711,7.515138
0.00452169,-1.525082,-0.002380371,-0.005141119,-1.568572,7.524117
0.003775752,-1.523612,0.02606201,-0.005039016,-1.565588,7.520395
0.00401194,-1.525408,0.01739502,-0.005778724,-1.571181,7.547381
0.004283976,-1.523293,0.006240845,-0.005243221,-1.571562,7.527861
0.00452169,-1.525082,-0.002380371,-0.005039016,-1.565588,7.520395
0.003541089,-1.521818,0.03471375,-0.004895501,-1.566711,7.515138
0.004049215,-1.521492,0.01493835,-0.005531679,-1.569315,7.538377
0.00401194,-1.525408,0.01739502,-0.005882255,-1.574176,7.551156
0.00401194,-1.525408,0.01739502,-0.005284633,-1.567448,7.529372
0.003676036,-1.520771,0.02908325,-0.006312554,-1.570806,7.566929
0.004825582,-1.533706,-0.01196289,-0.005428765,-1.566336,7.534685
0.004384601,-1.526151,0.003143311,-0.005531679,-1.569315,7.538377
0.004248227,-1.527208,0.008728027,-0.005490981,-1.573434,7.536892
0.004283976,-1.523293,0.006240845,-0.005386736,-1.570432,7.533094
0.004110424,-1.528282,0.01420593,-0.005243221,-1.571562,7.527861
0.004148315,-1.524351,0.01182556,-0.004895501,-1.566711,7.515138
0.003736335,-1.52755,0.02841187,-0.004895501,-1.566711,7.515138
0.00401194,-1.525408,0.01739502,-0.005490981,-1.573434,7.536892
0.004248227,-1.527208,0.008728027,-0.005531679,-1.569315,7.538377
0.004148315,-1.524351,0.01182556,-0.004852563,-1.570824,7.513627
0.004656637,-1.52403,-0.007980347,-0.005882255,-1.574176,7.551156
0.004622414,-1.527952,-0.00553894,-0.005531679,-1.569315,7.538377
0.004049215,-1.521492,0.01493835,-0.005634496,-1.572304,7.542126
0.004384601,-1.526151,-1.38147,-0.005039016,-1.565588,7.520395
0.004110424,-1.528282,-1.370407,-0.005778724,-1.571181,7.547381
0.003971907,-1.529361,-1.364929,-0.005634496,-1.572304,7.542126
0.004622414,-1.527952,-1.390152,-0.005634496,-1.572304,7.542126
0.00401194,-1.525408,-1.367218,-0.005634496,-1.572304,7.542126
0.003971907,-1.529361,-1.364929,-0.005386736,-1.570432,7.533094
0.003402572,-1.522891,-1.344391,-0.006026484,-1.573048,7.556386
0.004210433,-1.531157,-1.373596,-0.004895501,-1.566711,7.515138
0.003834104,-1.53043,0.02520752,-0.005243221,-1.571562,7.527861
